imbalance_bin,spread_class,price_band,observations,mean_signal_signed_mid_move_bps,net_structural_floor_bps,qimb_bound_structural_floor_bps,abstention_gain_structural_floor_bps,net_accessible_fixed_bps,qimb_bound_accessible_fixed_bps,abstention_gain_accessible_fixed_bps,net_accessible_tiered_bps,qimb_bound_accessible_tiered_bps,abstention_gain_accessible_tiered_bps,prob_net_structural_floor_positive,prob_qimb_bound_structural_floor_positive,prob_net_accessible_fixed_positive,prob_qimb_bound_accessible_fixed_positive,prob_net_accessible_tiered_positive,prob_qimb_bound_accessible_tiered_positive,horizon_ms,delay_ms,side_dictated_by,cost_ledger_id,label,note
"[-0.4,-0.2)",ONE_TICK,5-25,5716,0.0056435012828286,-26.273288471411796,0.0,26.273288471411796,-48.303519932299366,0.0,48.303519932299366,-38.210754163429236,0.0,38.210754163429236,0.0,0.0,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",ONE_TICK,25-50,21273,0.011219470279424108,-4.584658469986547,0.0002418634906348497,4.58490033347718,-8.119232067592998,0.0,8.119232067592998,-6.592776125554021,5.451719703404324e-05,6.592830642751056,0.00023503972171296948,0.00023503972171296948,0.0,0.0,4.70079443425939e-05,4.70079443425939e-05,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",ONE_TICK,50-100,51762,0.009242953778409968,-2.713308967190192,0.00016537645682446997,2.7134743436470163,-4.648415087931469,0.0,4.648415087931469,-3.862756476057656,1.2747494084611203e-05,3.8627692235517403,0.0004250222170704378,0.0004250222170704378,0.0,0.0,1.93191916850199e-05,1.93191916850199e-05,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",ONE_TICK,100-200,8222,0.011687814103687244,-1.5644133823766297,0.0004868356818382895,1.5649002180584681,-2.5176409962396824,0.0,2.5176409962396824,-2.1867418508525134,7.99524517433379e-05,2.186821803304257,0.0025541230844076867,0.0025541230844076867,0.0,0.0,0.00024324981756263683,0.00024324981756263683,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",ONE_TICK,200+,1402,0.011103622433852173,-0.9880073605536025,0.000665100314211638,0.9886724608678141,-1.443946104791872,0.0003411045930617247,1.4442872093849337,-1.3433675331377226,0.0004122834239018935,1.3437798165616246,0.0007132667617689016,0.0007132667617689016,0.0007132667617689016,0.0007132667617689016,0.0007132667617689016,0.0007132667617689016,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",WIDER_THAN_ONE_TICK,5-25,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",WIDER_THAN_ONE_TICK,25-50,1070,0.019263093855898035,-7.811433717281884,0.0,7.811433717281884,-10.896778541835216,0.0,10.896778541835216,-9.578384020565707,0.0,9.578384020565707,0.0,0.0,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",WIDER_THAN_ONE_TICK,50-100,16073,0.008706413207219824,-5.0980126482293,0.00027675098933989785,5.09828939921864,-6.867977591683587,0.0,6.867977591683587,-6.158804525783051,9.145551821859583e-05,6.158895981301271,0.0002488645554656878,0.0002488645554656878,0.0,0.0,0.0001244322777328439,0.0001244322777328439,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",WIDER_THAN_ONE_TICK,100-200,5277,0.011656242169419384,-2.9127104210751784,0.0008556202974982363,2.9135660413726767,-3.8765114865233548,0.00016980430253614318,3.8766812908258914,-3.54071522080196,0.00038653568944648734,3.541101756491406,0.0011370096645821489,0.0011370096645821489,0.00018950161076369148,0.00018950161076369148,0.0005685048322910744,0.0005685048322910744,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.4,-0.2)",WIDER_THAN_ONE_TICK,200+,1458,0.002816564386078276,-1.4775522522165296,0.0006244179840982373,1.478176670200628,-1.9335908899836793,0.0,1.9335908899836793,-1.8329660523937947,0.000137465180131519,1.8331035175739265,0.0013717421124828531,0.0013717421124828531,0.0,0.0,0.0013717421124828531,0.0013717421124828531,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.2,0.0)",ONE_TICK,5-25,7558,-0.006442036786984957,-26.30535159993434,0.0,26.30535159993434,-48.352629352231105,0.0,48.352629352231105,-38.25196855120321,0.0,38.25196855120321,0.0,0.0,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
"[-0.2,0.0)",ONE_TICK,25-50,21134,0.0030112146093217436,-4.663913452141197,5.560461445320841e-05,4.66396905675565,-8.259808019662975,0.0,8.259808019662975,-6.704951118271299,0.0,6.704951118271299,9.463423866754992e-05,9.463423866754992e-05,0.0,0.0,0.0,0.0,100,0,SIGN(IMBALANCE)_AT_DECISION,M2-COST-LEDGER-v1,QIMB_CONSTRAINED_BOUND,"QIMB_CONSTRAINED_BOUND keeps the side dictated by queue imbalance (the sign that defines the bin) and adds clairvoyant abstention only: max(0, net_side). No new threshold, no side choice and no model enters this bound."
